period_end,period_year,period_month,period_label,period_short,beroep,vacatures
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Teamleader productie,10
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Teamleader productie,8
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Teamleader productie,12
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Technicus elektro en elektronica,48
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Technicus elektro en elektronica,22
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Technicus elektro en elektronica,121
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Technicus elektro en elektronica,12
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Technicus elektro en elektronica,8
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Technicus elektro en elektronica,34
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Technicus elektro en elektronica,19
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Technicus elektro en elektronica,25
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Technicus elektro en elektronica,19
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Technicus elektro en elektronica,19
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Technicus elektronische installaties,77
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Technicus elektronische installaties,96
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Technicus elektronische installaties,129
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Technicus elektronische installaties,108
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Technicus elektronische installaties,385
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Technicus elektronische installaties,391
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Technicus elektronische installaties,416
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Technicus elektronische installaties,438
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Technicus elektronische installaties,285
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Technicus elektronische installaties,323
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Technicus hernieuwbare energietechnieken,76
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Technicus hernieuwbare energietechnieken,81
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Technicus hernieuwbare energietechnieken,108
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Technicus hernieuwbare energietechnieken,64
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Technicus hernieuwbare energietechnieken,28
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Technicus hernieuwbare energietechnieken,96
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Technicus hernieuwbare energietechnieken,72
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Technicus hernieuwbare energietechnieken,27
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Technicus hernieuwbare energietechnieken,4
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Technicus hernieuwbare energietechnieken,7
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Technicus industriële elektriciteit,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Technicus industriële elektriciteit,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Technicus industriële elektriciteit,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Technicus industriële elektriciteit,11
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Technicus industriële elektriciteit,6
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Technicus industriële elektriciteit,8
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Technicus industriële elektriciteit,49
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Technicus installatietechnieken,99
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Technicus installatietechnieken,70
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Technicus installatietechnieken,58
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Technicus installatietechnieken,61
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Technicus installatietechnieken,74
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Technicus installatietechnieken,49
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Technicus installatietechnieken,64
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Technicus installatietechnieken,61
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Technicus installatietechnieken,75
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Technicus installatietechnieken,97
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Technicus van bromfietsen en motorfietsen,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Technicus van bromfietsen en motorfietsen,4
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Technicus van bromfietsen en motorfietsen,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Technicus van bromfietsen en motorfietsen,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Technicus van bromfietsen en motorfietsen,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,"Technicus van tuin-, park- en bosmachines",1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,"Technicus van tuin-, park- en bosmachines",1
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,"Technicus van tuin-, park- en bosmachines",0
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,"Technicus veiligheid, hygiëne en leefmilieu",1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,"Technicus veiligheid, hygiëne en leefmilieu",1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,"Technicus veiligheid, hygiëne en leefmilieu",2
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,"Technicus veiligheid, hygiëne en leefmilieu",1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,"Technicus veiligheid, hygiëne en leefmilieu",1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,"Technicus werf-, landbouw- en hefmachines",33
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,"Technicus werf-, landbouw- en hefmachines",73
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,"Technicus werf-, landbouw- en hefmachines",64
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,"Technicus werf-, landbouw- en hefmachines",37
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,"Technicus werf-, landbouw- en hefmachines",31
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,"Technicus werf-, landbouw- en hefmachines",73
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,"Technicus werf-, landbouw- en hefmachines",114
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,"Technicus werf-, landbouw- en hefmachines",79
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,"Technicus werf-, landbouw- en hefmachines",102
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,"Technicus werf-, landbouw- en hefmachines",89
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Technisch adviseur klantenondersteuning,6
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Technisch adviseur klantenondersteuning,5
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Technisch adviseur klantenondersteuning,0
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Technisch adviseur klantenondersteuning,5
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Technisch adviseur klantenondersteuning,8
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Technisch adviseur klantenondersteuning,4
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Technisch adviseur klantenondersteuning,13
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Technisch adviseur klantenondersteuning,5
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Technisch adviseur klantenondersteuning,19
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Technisch adviseur klantenondersteuning,25
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Technisch inspecteur industrie,4
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Technisch inspecteur industrie,8
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Technisch inspecteur industrie,9
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Technisch inspecteur industrie,2
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Technisch inspecteur industrie,15
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Technisch inspecteur industrie,19
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Technisch inspecteur industrie,6
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Technisch inspecteur industrie,18
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Technisch inspecteur industrie,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Technisch inspecteur industrie,2
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Technisch redacteur,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Technisch redacteur,2
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Technisch redacteur,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Technisch redacteur,0
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Technisch-administratief medewerker,130
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Technisch-administratief medewerker,129
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Technisch-administratief medewerker,198
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Technisch-administratief medewerker,145
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Technisch-administratief medewerker,190
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Technisch-administratief medewerker,230
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Technisch-administratief medewerker,232
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Technisch-administratief medewerker,181
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Technisch-administratief medewerker,248
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Technisch-administratief medewerker,255
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,"Tekenaar-ontwerper elektriciteit, elektronica",37
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,"Tekenaar-ontwerper elektriciteit, elektronica",42
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,"Tekenaar-ontwerper elektriciteit, elektronica",55
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,"Tekenaar-ontwerper elektriciteit, elektronica",56
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,"Tekenaar-ontwerper elektriciteit, elektronica",55
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,"Tekenaar-ontwerper elektriciteit, elektronica",55
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,"Tekenaar-ontwerper elektriciteit, elektronica",88
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,"Tekenaar-ontwerper elektriciteit, elektronica",78
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,"Tekenaar-ontwerper elektriciteit, elektronica",81
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,"Tekenaar-ontwerper elektriciteit, elektronica",85
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Tekenaar-ontwerper mechanica,22
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Tekenaar-ontwerper mechanica,10
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Tekenaar-ontwerper mechanica,28
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Tekenaar-ontwerper mechanica,25
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Tekenaar-ontwerper mechanica,25
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Tekenaar-ontwerper mechanica,26
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Tekenaar-ontwerper mechanica,25
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Tekenaar-ontwerper mechanica,14
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Tekenaar-ontwerper mechanica,13
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Tekenaar-ontwerper mechanica,16
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Torenkraanbediener,19
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Torenkraanbediener,20
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Torenkraanbediener,16
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Torenkraanbediener,22
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Torenkraanbediener,19
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Torenkraanbediener,23
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Torenkraanbediener,20
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Torenkraanbediener,21
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Torenkraanbediener,14
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Torenkraanbediener,21
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Traffic controller,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Traffic controller,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Traffic controller,8
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Traffic controller,7
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Transportmanager,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Transportmanager,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Treinbestuurder,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,"Uitbater sport-, recreatief of toeristisch centrum",8
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,"Uitbater sport-, recreatief of toeristisch centrum",5
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,"Uitbater sport-, recreatief of toeristisch centrum",4
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Uitsnijder-uitbener,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Uitsnijder-uitbener,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Uitsnijder-uitbener,2
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Uitvaartondernemer,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Uitvoerder van werken in schadelijke milieus,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Uitvoerder van werken op hoogte,35
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Uitvoerder van werken op hoogte,38
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Uitvoerder van werken op hoogte,34
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Uitvoerder van werken op hoogte,29
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Uitvoerder van werken op hoogte,22
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Uitvoerder van werken op hoogte,18
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Uitvoerder van werken op hoogte,42
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Uitvoerder van werken op hoogte,67
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Uitvoerder van werken op hoogte,35
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Uitvoerder van werken op hoogte,69
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Underwriter verzekeringen,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Underwriter verzekeringen,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Underwriter verzekeringen,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Underwriter verzekeringen,0
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Vastgoedbemiddelaar overdracht,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Vastgoedbemiddelaar overdracht,0
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Vastgoedbemiddelaar verkoop en verhuur,12
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Vastgoedbemiddelaar verkoop en verhuur,4
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Vastgoedbemiddelaar verkoop en verhuur,7
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Vastgoedbemiddelaar verkoop en verhuur,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Vastgoedbemiddelaar verkoop en verhuur,8
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Vastgoedbemiddelaar verkoop en verhuur,7
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Vastgoedbemiddelaar verkoop en verhuur,5
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Vastgoedbemiddelaar verkoop en verhuur,6
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Vastgoedbemiddelaar verkoop en verhuur,7
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Vastgoedbemiddelaar verkoop en verhuur,5
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Vastgoedpromotor,18
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Vastgoedpromotor,19
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Vastgoedpromotor,6
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Vastgoedpromotor,9
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Vastgoedpromotor,12
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Vastgoedpromotor,7
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Vastgoedpromotor,4
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Vastgoedpromotor,8
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Vastgoedpromotor,11
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Vastgoedpromotor,7
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Veiligheidscoördinator,9
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Veiligheidscoördinator,14
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Veiligheidscoördinator,10
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Veiligheidscoördinator,19
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Veiligheidscoördinator,25
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Veiligheidscoördinator,42
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Veiligheidscoördinator,29
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Veiligheidscoördinator,33
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Veiligheidscoördinator,52
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Veiligheidscoördinator,44
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Verantwoordelijke ICT,16
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Verantwoordelijke ICT,7
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Verantwoordelijke ICT,4
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Verantwoordelijke ICT,2
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Verantwoordelijke ICT,5
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Verantwoordelijke ICT,7
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Verantwoordelijke ICT,7
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Verantwoordelijke ICT,7
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Verantwoordelijke ICT,4
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Verantwoordelijke ICT,5
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Verantwoordelijke aankoop,0
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Verantwoordelijke aankoop,2
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Verantwoordelijke aankoop,4
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Verantwoordelijke aankoop,2
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Verantwoordelijke aankoop,6
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Verantwoordelijke aankoop,12
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Verantwoordelijke aankoop,5
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Verantwoordelijke aankoop,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Verantwoordelijke aankoop,3
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Verantwoordelijke beheer en onderhoud van voertuigen,8
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Verantwoordelijke beheer en onderhoud van voertuigen,9
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Verantwoordelijke beheer en onderhoud van voertuigen,23
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Verantwoordelijke beheer en onderhoud van voertuigen,9
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Verantwoordelijke beheer en onderhoud van voertuigen,4
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Verantwoordelijke beheer en onderhoud van voertuigen,18
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Verantwoordelijke beheer en onderhoud van voertuigen,7
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Verantwoordelijke beheer en onderhoud van voertuigen,16
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Verantwoordelijke beheer en onderhoud van voertuigen,4
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Verantwoordelijke beheer en onderhoud van voertuigen,8
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Verantwoordelijke contactcenter,4
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Verantwoordelijke contactcenter,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Verantwoordelijke contactcenter,3
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Verantwoordelijke contactcenter,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Verantwoordelijke contactcenter,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Verantwoordelijke contactcenter,1
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Verantwoordelijke eco-industriële site,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Verantwoordelijke eco-industriële site,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Verantwoordelijke eco-industriële site,2
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,"Verantwoordelijke gezondheids-, sociale of penitentiaire instelling",1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,"Verantwoordelijke gezondheids-, sociale of penitentiaire instelling",2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,"Verantwoordelijke gezondheids-, sociale of penitentiaire instelling",1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Verantwoordelijke industrieel onderhoud,29
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Verantwoordelijke industrieel onderhoud,32
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Verantwoordelijke industrieel onderhoud,17
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Verantwoordelijke industrieel onderhoud,13
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Verantwoordelijke industrieel onderhoud,21
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Verantwoordelijke industrieel onderhoud,30
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Verantwoordelijke industrieel onderhoud,62
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Verantwoordelijke industrieel onderhoud,56
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Verantwoordelijke industrieel onderhoud,43
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Verantwoordelijke industrieel onderhoud,48
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Verantwoordelijke kinderopvang,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Verantwoordelijke kinderopvang,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Verantwoordelijke kinderopvang,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Verantwoordelijke klantendienst,1
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Verantwoordelijke klantendienst,5
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Verantwoordelijke klantendienst,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Verantwoordelijke klantendienst,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Verantwoordelijke klantendienst,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Verantwoordelijke kwaliteitscontrole,8
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Verantwoordelijke kwaliteitscontrole,12
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Verantwoordelijke kwaliteitscontrole,11
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Verantwoordelijke kwaliteitscontrole,19
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Verantwoordelijke kwaliteitscontrole,21
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Verantwoordelijke kwaliteitscontrole,29
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Verantwoordelijke kwaliteitscontrole,21
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Verantwoordelijke kwaliteitscontrole,26
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Verantwoordelijke kwaliteitscontrole,27
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Verantwoordelijke kwaliteitscontrole,24
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Verantwoordelijke logistieke site,2
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Verantwoordelijke logistieke site,2
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Verantwoordelijke logistieke site,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Verantwoordelijke logistieke site,5
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Verantwoordelijke logistieke site,11
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Verantwoordelijke logistieke site,11
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Verantwoordelijke logistieke site,3
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Verantwoordelijke logistieke site,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Verantwoordelijke logistieke site,10
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Verantwoordelijke onderhoud van gebouwen en infrastructuur,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Verantwoordelijke onderhoud van gebouwen en infrastructuur,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Verantwoordelijke onderhoud van gebouwen en infrastructuur,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Verantwoordelijke onderhoud van gebouwen en infrastructuur,3
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Verantwoordelijke onderhoud van gebouwen en infrastructuur,18
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Verantwoordelijke onderhoud van gebouwen en infrastructuur,21
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Verantwoordelijke onderzoek en ontwikkeling,2
